Location,Price,Number of bedrooms,Living area,Surface area land,Property subtype_FARMHOUSE,Property subtype_HOUSE,Property subtype_MANSION,Property subtype_MIXED_USE_BUILDING,Property subtype_VILLA,Kitchen equipped,Open fireplace,Terrace,Garden,Pool,Condition
Zwevegem,349500.0,3.0,154.0,549.0,0,1,0,0,0,0,0,0,0,0,1
Vivegnis,168000.0,1.0,61.0,230.0,0,1,0,0,0,1,0,0,0,0,1
Nieuwpoort,269000.0,4.0,136.0,136.0,0,1,0,0,0,1,0,0,0,0,1
Gilly,115000.0,3.0,150.0,150.0,0,0,0,1,0,0,0,0,0,0,1
Oreye,310000.0,4.0,187.0,901.0,0,0,0,0,1,1,1,1,1,0,0
Plombieres,585000.0,4.0,275.0,850.0,0,0,0,1,0,0,0,0,0,0,0
St-Michiels,297500.0,3.0,126.0,385.0,0,1,0,0,0,1,0,1,0,0,0
Koningsloo,495000.0,3.0,180.0,180.0,0,1,0,0,0,1,0,1,1,0,0
Kortenberg,250000.0,2.0,112.0,395.0,0,1,0,0,0,1,0,1,1,0,1
Wervik,890000.0,3.0,542.0,3259.0,0,0,1,0,0,1,0,1,1,1,0
Hastière-Lavaux,56000.0,2.0,40.0,320.0,0,1,0,0,0,0,0,1,0,0,0
Schaerbeek,450000.0,4.0,230.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Schaerbeek,399000.0,5.0,227.0,230.0,0,1,0,0,0,1,0,0,0,0,1
Perwez,150000.0,3.0,125.0,460.0,0,1,0,0,0,0,0,0,0,0,1
Liege,165000.0,3.0,142.0,105.0,0,1,0,0,0,0,0,1,0,0,1
Braine-le-Comte,210000.0,3.0,120.0,796.0,0,1,0,0,0,0,0,1,1,0,1
Dilbeek,565000.0,5.0,185.0,0.0,0,1,0,0,0,1,0,0,1,0,1
Rixensart,450000.0,4.0,160.0,174.0,0,1,0,0,0,1,0,0,1,0,0
Adegem,530000.0,3.0,260.0,991.0,0,0,0,0,1,1,0,1,0,0,1
Etterbeek,950000.0,5.0,400.0,258.0,0,1,0,0,0,0,0,1,1,0,1
Beersel,299000.0,4.0,175.0,41.0,0,1,0,0,0,1,0,1,0,0,0
Beersel Lot,299000.0,4.0,175.0,41.0,0,1,0,0,0,1,0,1,0,0,0
Verviers,239000.0,3.0,110.0,153.0,0,1,0,0,0,0,1,1,1,0,0
Châtelet,279000.0,3.0,200.0,385.0,0,1,0,0,0,1,1,1,1,0,0
Warnant-Dreye,260000.0,2.0,180.0,2470.0,0,1,0,0,0,0,0,1,1,0,1
Cambron-Casteau,125000.0,2.0,109.0,812.0,0,1,0,0,0,0,0,0,0,0,1
Bastogne,630000.0,5.0,254.0,785.0,0,1,0,0,0,1,0,1,0,0,0
Woluwe-Saint-Pierre,1090000.0,5.0,260.0,205.0,0,1,0,0,0,0,0,0,1,0,0
Woluwe-Saint-Pierre,1250000.0,4.0,193.0,881.0,0,0,0,0,1,1,0,1,0,0,0
Gent,350000.0,4.0,130.0,0.0,0,1,0,0,0,0,0,0,1,0,1
Braine-l'Alleud,379000.0,4.0,170.0,340.0,0,1,0,0,0,1,1,1,0,0,0
Verlaine,389000.0,3.0,212.0,0.0,0,0,0,0,1,1,0,1,0,0,0
Linkebeek,470000.0,4.0,180.0,180.0,0,1,0,0,0,1,0,0,0,0,0
La Hestre,155000.0,2.0,108.0,115.0,0,1,0,0,0,0,0,0,1,0,0
Anderlecht,799000.0,5.0,385.0,218.0,0,1,0,0,0,0,1,1,1,0,0
Beerse,345000.0,3.0,277.0,413.0,0,1,0,0,0,1,0,1,0,0,0
Grobbendonk,699000.0,4.0,372.0,2853.0,0,0,0,0,1,1,0,0,1,1,0
Antwerp,299000.0,4.0,117.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Borgerhout,230000.0,4.0,163.0,72.0,0,1,0,0,0,1,0,0,1,0,1
Montignies-sur-Sambre,195000.0,4.0,167.0,0.0,0,1,0,0,0,0,0,1,0,0,0
HÉRINNES,535000.0,4.0,370.0,2151.0,0,0,0,0,1,1,0,1,1,0,1
AYE,259000.0,2.0,94.0,693.0,0,1,0,0,0,0,0,0,1,0,1
Genappe,348000.0,3.0,262.0,473.0,0,1,0,0,0,1,0,1,0,0,0
Kapellen,775000.0,3.0,200.0,926.0,0,1,0,0,0,1,0,1,1,1,0
Erquelinnes,135000.0,3.0,108.0,130.0,0,1,0,0,0,1,0,0,1,0,0
Morlanwelz,195000.0,3.0,220.0,35.0,0,1,0,0,0,0,0,1,1,0,0
Wijtschate,115000.0,4.0,139.0,170.0,0,1,0,0,0,0,0,0,1,0,1
Mechelen,285000.0,4.0,174.0,160.0,0,1,0,0,0,1,0,0,1,0,0
Schelle,375000.0,3.0,204.0,186.0,0,1,0,0,0,1,0,1,1,0,0
ChÃtelineau,145000.0,5.0,240.0,190.0,0,1,0,0,0,0,0,0,0,0,1
Tongerlo,560000.0,6.0,306.0,2048.0,0,1,0,0,0,0,0,0,0,0,1
Vottem,368000.0,7.0,242.0,0.0,0,1,0,0,0,0,0,1,1,0,1
Willebroek,249000.0,2.0,115.0,80.0,0,1,0,0,0,1,0,1,0,0,0
Ganshoren,399000.0,5.0,172.0,100.0,0,1,0,0,0,1,0,1,0,0,0
Braives,199000.0,3.0,206.0,510.0,0,0,0,1,0,0,0,1,1,0,0
Mechelen,305000.0,2.0,130.0,112.0,0,1,0,0,0,1,0,1,1,0,0
Onze-Lieve-Vrouw-Waver,289000.0,4.0,225.0,572.0,0,1,0,0,0,0,0,0,0,0,1
SINT-GILLIS-DENDERMONDE,199000.0,3.0,146.0,300.0,0,1,0,0,0,0,1,0,1,0,1
Mortsel,384500.0,3.0,190.0,175.0,0,1,0,0,0,0,0,0,1,0,0
Mortsel,249000.0,3.0,125.0,50.0,0,1,0,0,0,0,0,0,1,0,1
Mortsel,325000.0,3.0,246.0,100.0,0,1,0,0,0,0,0,1,0,0,1
Hasselt,239000.0,3.0,140.0,317.0,0,1,0,0,0,1,0,0,0,0,1
Sprimont,245000.0,3.0,120.0,231.0,0,1,0,0,0,1,0,1,1,0,0
Holsbeek,390000.0,3.0,125.0,547.0,0,1,0,0,0,1,0,1,1,0,0
Liege,280000.0,2.0,107.0,105.0,0,1,0,0,0,1,0,1,0,0,1
Angleur,319000.0,3.0,180.0,233.0,0,1,0,0,0,1,1,1,1,0,1
KWAADMECHELEN,199000.0,2.0,107.0,236.0,0,1,0,0,0,0,0,0,1,0,0
Turnhout,209000.0,3.0,160.0,90.0,0,1,0,0,0,1,0,0,0,0,1
SPA,260000.0,3.0,103.0,131.0,0,1,0,0,0,0,0,1,1,0,0
Niel,264000.0,3.0,133.0,250.0,0,1,0,0,0,0,0,0,1,0,1
Rumst,795000.0,5.0,300.0,268.0,0,1,0,0,0,1,1,1,1,0,0
Steenokkerzeel,475000.0,4.0,196.0,298.0,0,1,0,0,0,1,0,1,1,0,1
Kraainem,560000.0,3.0,147.0,835.0,0,1,0,0,0,0,0,0,1,0,1
SINT-GILLIS-WAAS,395000.0,3.0,168.0,697.0,0,1,0,0,0,0,0,0,1,0,1
MEUX,325000.0,5.0,260.0,3087.0,0,1,0,0,0,0,0,0,1,0,0
Ardooie,845000.0,4.0,246.0,2589.0,0,0,0,0,1,1,0,1,1,1,0
Merbes-le-Chateau,475000.0,7.0,500.0,1730.0,0,0,1,0,0,1,0,1,1,1,0
Moorsele,249000.0,3.0,192.0,251.0,0,1,0,0,0,1,0,0,0,0,0
Ieper,159000.0,4.0,140.0,240.0,0,1,0,0,0,1,0,1,1,0,1
Temse,309000.0,3.0,144.0,125.0,0,1,0,0,0,1,0,1,1,0,0
Beringen,350000.0,3.0,166.0,711.0,0,1,0,0,0,1,0,1,1,0,0
Beringen,199000.0,5.0,189.0,607.0,0,1,0,0,0,1,0,0,1,0,1
Zerkegem,289000.0,3.0,156.0,1295.0,0,1,0,0,0,1,0,0,1,0,0
Knokke,1645000.0,6.0,300.0,410.0,0,0,0,0,1,0,0,0,0,0,1
La Louvière,212000.0,4.0,150.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Gent,272500.0,3.0,178.0,173.0,0,1,0,0,0,1,0,0,1,0,1
Hornu,86000.0,2.0,114.0,150.0,0,1,0,0,0,1,0,0,1,0,1
Gent,229000.0,4.0,111.0,49.0,0,1,0,0,0,1,0,0,0,0,0
Cuesmes,250000.0,3.0,210.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Ciney,190000.0,2.0,165.0,185.0,0,1,0,0,0,0,0,0,0,0,0
Ransart,199000.0,5.0,240.0,0.0,0,1,0,0,0,1,0,0,1,0,1
Gullegem,249000.0,3.0,205.0,200.0,0,1,0,0,0,0,0,0,0,0,1
Hasselt,575000.0,4.0,318.0,230.0,0,1,0,0,0,0,0,0,0,0,1
Sint-Katelijne-Waver,625000.0,3.0,230.0,1140.0,0,0,0,0,1,0,0,0,0,0,0
Bruxelles,1820000.0,4.0,635.0,360.0,0,0,1,0,0,0,0,1,1,0,1
Meerdonk,392000.0,3.0,198.0,350.0,0,1,0,0,0,0,0,0,0,0,0
Namur,499000.0,3.0,293.0,372.0,0,1,0,0,0,1,1,1,1,0,1
Meerbeke,358000.0,3.0,123.0,528.0,0,1,0,0,0,0,0,1,1,0,0
Damme,749000.0,4.0,493.0,1584.0,0,0,0,0,1,0,1,0,0,0,0
St-Andries,425000.0,3.0,379.0,309.0,0,1,0,0,0,1,1,1,0,0,0
Jambes,499000.0,3.0,293.0,372.0,0,1,0,0,0,1,1,1,1,0,1
Orgeo,199000.0,3.0,119.0,267.0,0,1,0,0,0,0,0,1,1,0,1
Tilff,597000.0,7.0,290.0,1059.0,0,0,0,0,1,1,0,1,1,1,0
Deerlijk,295000.0,4.0,173.0,345.0,0,1,0,0,0,0,0,0,0,0,0
Manage,213000.0,3.0,250.0,325.0,0,1,0,0,0,0,0,0,1,0,1
Gentbrugge,264000.0,2.0,113.0,65.0,0,1,0,0,0,1,0,1,0,0,0
Hoeilaart,525000.0,4.0,167.0,301.0,0,1,0,0,0,1,0,1,1,0,0
Schaerbeek,950000.0,3.0,330.0,123.0,0,0,1,0,0,1,0,1,1,0,0
JUPILLE-SUR-MEUSE,360000.0,4.0,190.0,415.0,0,0,0,0,1,1,0,0,0,0,0
Mol,339000.0,4.0,170.0,692.0,0,1,0,0,0,1,0,1,1,0,0
Rebaix,200000.0,4.0,175.0,850.0,0,1,0,0,0,0,0,0,0,0,1
Wijnegem,375000.0,4.0,154.0,263.0,0,1,0,0,0,1,0,1,1,0,0
Henripont,200000.0,3.0,124.0,283.0,0,1,0,0,0,0,0,0,0,0,0
Mol,385000.0,3.0,170.0,387.0,0,1,0,0,0,1,0,1,1,0,0
Kontich,425000.0,3.0,150.0,600.0,0,0,0,0,1,1,1,1,1,0,0
Herzele,315000.0,3.0,286.0,295.0,0,1,0,0,0,1,0,1,1,0,0
Mouscron,188000.0,3.0,162.0,204.0,0,1,0,0,0,1,0,1,0,0,0
Grimbergen,785000.0,5.0,345.0,791.0,0,0,0,0,1,1,0,0,0,0,0
Herzele,389000.0,3.0,208.0,775.0,0,1,0,0,0,1,0,1,1,1,0
Marchienne-au-Pont,109999.0,3.0,184.0,720.0,0,1,0,0,0,1,0,1,1,0,1
Grez-Doiceau,495000.0,3.0,190.0,0.0,0,1,0,0,0,0,0,1,0,0,0
Bièvre Graide,370000.0,3.0,377.0,4747.0,0,1,0,0,0,0,0,1,0,0,1
Geraardsbergen,133000.0,3.0,150.0,50.0,0,1,0,0,0,1,0,1,0,0,0
Roux,249000.0,3.0,159.0,803.0,0,1,0,0,0,1,0,1,1,0,0
Liège,189000.0,3.0,110.0,125.0,0,1,0,0,0,0,0,1,0,0,0
Liège,199000.0,4.0,127.0,270.0,0,1,0,0,0,0,0,0,1,0,0
Wetteren,229500.0,2.0,102.0,126.0,0,1,0,0,0,1,0,1,0,0,0
Geel,425000.0,3.0,198.0,516.0,0,1,0,0,0,0,0,0,0,0,0
Dour,200000.0,2.0,151.0,100.0,0,1,0,0,0,1,0,1,1,0,0
Bruxelles,450000.0,2.0,150.0,150.0,0,0,0,1,0,1,0,1,0,0,1
Dilbeek,339000.0,3.0,196.0,111.0,0,1,0,0,0,1,0,0,0,0,0
Dilbeek Groot-Bijgaarden,339000.0,3.0,196.0,111.0,0,1,0,0,0,1,0,0,0,0,0
Andenne Sclayn,199000.0,3.0,156.0,691.0,0,1,0,0,0,1,0,1,0,0,1
Antwerp,599000.0,4.0,482.0,270.0,0,0,0,1,0,0,0,1,0,0,1
Turnhout,320000.0,4.0,190.0,117.0,0,0,1,0,0,0,0,1,0,0,1
Léglise,220000.0,3.0,420.0,1561.0,1,0,0,0,0,0,0,0,0,0,1
Roux,165000.0,2.0,75.0,174.0,0,1,0,0,0,0,0,1,1,0,1
Fleurus,270000.0,1.0,95.0,380.0,0,0,0,1,0,0,0,1,1,0,0
Braine-l'Alleud,399000.0,5.0,160.0,425.0,0,1,0,0,0,1,0,1,1,0,0
Pont-a-Celles,180000.0,3.0,152.0,600.0,0,1,0,0,0,0,0,0,1,0,0
Maldegem,440000.0,4.0,158.0,358.0,0,0,0,0,1,1,0,1,1,0,0
Mons Havré,630000.0,6.0,410.0,1489.0,0,0,1,0,0,1,0,1,0,0,0
Aalst,175000.0,2.0,110.0,37.0,0,1,0,0,0,0,0,0,0,0,1
Aalst Erembodegem,259000.0,3.0,110.0,207.0,0,1,0,0,0,1,0,0,0,0,1
Bever,95000.0,2.0,80.0,2000.0,0,1,0,0,0,0,0,0,0,0,1
Knokke-Heist,985000.0,2.0,150.0,387.0,0,0,0,0,1,0,0,1,0,0,1
Kraainem,599000.0,5.0,165.0,353.0,0,1,0,0,0,1,0,1,1,0,1
Liege,170000.0,2.0,100.0,0.0,0,1,0,0,0,0,0,1,1,0,1
Ternat,425000.0,3.0,180.0,740.0,0,1,0,0,0,1,0,1,0,0,0
Genk,279900.0,6.0,410.0,600.0,0,1,0,0,0,0,0,0,0,0,1
Liege,590000.0,8.0,396.0,310.0,0,1,0,0,0,1,0,1,1,0,0
Bilzen,225000.0,3.0,152.0,86.0,0,1,0,0,0,1,0,1,0,0,0
Waterloo,850000.0,4.0,261.0,890.0,0,1,0,0,0,1,0,1,1,0,0
Niel,389000.0,3.0,130.0,232.0,0,1,0,0,0,1,0,1,0,0,0
Bonheiden,950000.0,5.0,230.0,445.0,0,1,0,0,0,1,0,1,0,1,1
Schilde,1024000.0,4.0,500.0,2175.0,0,0,0,0,1,0,0,1,0,0,0
Nijlen Kessel,485000.0,4.0,224.0,300.0,0,1,0,0,0,1,0,0,0,0,1
Grobbendonk,695000.0,3.0,306.0,2034.0,0,1,0,0,0,1,0,1,0,1,1
Schaerbeek,560000.0,5.0,190.0,0.0,0,1,0,0,0,1,0,1,1,0,1
Schaerbeek,590000.0,5.0,256.0,65.0,0,1,0,0,0,1,0,1,0,0,0
Pelt,375000.0,4.0,175.0,885.0,0,1,0,0,0,0,0,1,0,0,0
Vezin,545000.0,8.0,305.0,1904.0,0,1,0,0,0,1,0,1,0,0,0
Waterloo,435000.0,2.0,150.0,456.0,0,1,0,0,0,1,0,1,0,0,0
Ravels Weelde,575000.0,3.0,283.0,892.0,0,0,0,0,1,1,0,1,0,0,1
Kapellen,895000.0,4.0,336.0,3075.0,0,0,0,0,1,1,0,1,0,0,0
Sprimont,349000.0,3.0,180.0,1674.0,0,1,0,0,0,0,0,1,1,0,0
Trooz,79000.0,2.0,70.0,292.0,0,1,0,0,0,1,0,1,1,0,1
Trooz,224000.0,3.0,150.0,185.0,0,1,0,0,0,1,0,0,1,0,0
Wijnegem,499000.0,5.0,162.0,1225.0,0,1,0,0,0,0,0,1,0,0,1
Herzele,285000.0,4.0,177.0,180.0,0,1,0,0,0,0,0,1,0,0,1
Flemalle,315000.0,3.0,341.0,312.0,0,0,0,1,0,1,0,1,1,0,1
Herselt,375000.0,3.0,250.0,362.0,0,1,0,0,0,0,0,1,0,0,0
Bruxelles,319000.0,4.0,120.0,53.0,0,1,0,0,0,1,0,0,0,0,1
Lier,295000.0,3.0,120.0,137.0,0,1,0,0,0,1,0,1,0,0,0
Aalst,305000.0,3.0,202.0,175.0,0,1,0,0,0,0,0,0,0,0,1
La Louviere,240000.0,2.0,131.0,180.0,0,1,0,0,0,1,0,1,1,0,0
Groot-Bijgaarden,410000.0,4.0,120.0,222.0,0,1,0,0,0,0,1,1,0,0,0
Herstal,399000.0,4.0,231.0,614.0,0,1,0,0,0,1,1,1,1,0,0
Hooglede,258850.0,4.0,140.0,140.0,0,1,0,0,0,1,0,1,1,0,1
Hooglede,258950.0,4.0,145.0,145.0,0,1,0,0,0,1,0,1,1,0,1
Péronnes-lez-Binche,185000.0,4.0,120.0,290.0,0,1,0,0,0,1,0,0,0,0,0
Tielt-Winge,445000.0,3.0,144.0,750.0,0,1,0,0,0,0,0,1,1,0,1
Wijgmaal,525000.0,4.0,251.0,1136.0,0,1,0,0,0,0,0,0,1,0,0
Willebroek,329000.0,3.0,90.0,322.0,0,1,0,0,0,1,0,0,1,0,0
Willebroek,299000.0,3.0,130.0,196.0,0,1,0,0,0,1,0,0,1,0,0
Dendermonde,535000.0,3.0,215.0,145.0,0,1,0,0,0,0,0,0,1,0,0
Oostende,199000.0,2.0,92.0,70.0,0,1,0,0,0,0,0,1,0,0,1
Wevelgem,300500.0,3.0,132.0,178.0,0,1,0,0,0,1,0,0,0,0,1
Wevelgem,278500.0,3.0,132.0,142.0,0,1,0,0,0,1,0,0,0,0,1
Dilbeek,489000.0,3.0,165.0,423.0,0,1,0,0,0,1,0,0,0,0,1
Gentbrugge,466000.0,3.0,175.0,150.0,0,1,0,0,0,1,0,0,0,0,1
Gentbrugge,420000.0,5.0,148.0,145.0,0,1,0,0,0,1,0,0,0,0,1
Gentbrugge,409000.0,3.0,141.0,145.0,0,1,0,0,0,1,0,0,0,0,1
Wevelgem,280500.0,3.0,145.0,123.0,0,1,0,0,0,1,0,0,0,0,1
Oud-Turnhout,648000.0,4.0,300.0,2711.0,0,0,0,0,1,1,1,1,1,0,0
Tremelo,425000.0,3.0,217.0,1499.0,0,1,0,0,0,1,0,0,1,0,1
Sint-Truiden,185000.0,3.0,120.0,118.0,0,0,0,1,0,0,0,0,1,0,1
Rotselaar,515000.0,4.0,150.0,2166.0,0,1,0,0,0,1,1,1,1,0,0
Deurne,259000.0,3.0,215.0,208.0,0,1,0,0,0,1,0,0,1,0,1
Kortrijk,210000.0,4.0,152.0,402.0,0,1,0,0,0,0,0,0,1,0,1
Rollegem,210000.0,4.0,152.0,402.0,0,1,0,0,0,0,0,0,1,0,1
Impe,495000.0,3.0,196.0,1868.0,0,1,0,0,0,1,0,0,1,0,1
Diepenbeek,329000.0,4.0,200.0,900.0,0,0,0,0,1,0,0,0,1,0,1
Geluwe,199000.0,3.0,245.0,275.0,0,1,0,0,0,0,0,1,1,0,1
Heusden-Zolder,549000.0,4.0,410.0,445.0,0,1,0,0,0,1,0,0,1,0,1
Damme,417240.0,4.0,216.0,216.0,0,1,0,0,0,1,0,0,0,0,1
Damme,422007.0,4.0,221.0,216.0,0,1,0,0,0,1,0,0,0,0,1
Widooie,284000.0,4.0,260.0,420.0,0,1,0,0,0,1,0,1,1,0,0
Herzele,269000.0,3.0,177.0,742.0,0,1,0,0,0,1,0,1,1,0,1
Klerken,570000.0,4.0,183.0,1165.0,0,0,0,0,1,1,0,1,1,0,0
Klerken,475000.0,4.0,183.0,785.0,0,0,0,0,1,1,0,1,1,0,0
Koekelare,379000.0,4.0,171.0,570.0,0,1,0,0,0,1,0,1,1,0,0
Harelbeke,175000.0,3.0,200.0,202.0,0,1,0,0,0,0,0,0,0,0,1
Rekkem,249000.0,3.0,152.0,280.0,0,1,0,0,0,0,0,1,1,0,0
Zottegem,495000.0,3.0,189.0,684.0,0,1,0,0,0,1,0,1,0,0,0
Lier,297000.0,2.0,258.0,100.0,0,1,0,0,0,1,0,0,0,0,1
Gits,359000.0,3.0,227.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Gent,595000.0,4.0,200.0,449.0,0,1,0,0,0,1,0,0,0,1,1
Assenede,420000.0,4.0,250.0,920.0,0,1,0,0,0,0,0,0,0,0,1
Gent,259000.0,4.0,158.0,94.0,0,1,0,0,0,0,0,1,1,0,0
Schaerbeek,349000.0,3.0,139.0,135.0,0,1,0,0,0,0,0,0,0,0,1
Waasmunster,225000.0,2.0,160.0,280.0,0,1,0,0,0,0,0,1,0,0,1
Putte,595000.0,4.0,200.0,4948.0,0,1,0,0,0,1,0,0,1,0,0
Herzele,1299000.0,6.0,430.0,1154.0,0,0,0,0,1,1,1,1,1,1,0
Mazy,239000.0,4.0,170.0,450.0,0,1,0,0,0,0,0,1,1,0,1
Oudenaarde,980000.0,4.0,553.0,290.0,0,0,0,1,0,0,0,1,1,0,0
Oudenaarde,980000.0,4.0,553.0,290.0,0,1,0,0,0,0,0,1,1,0,0
Oudenaarde,489000.0,6.0,301.0,415.0,0,1,0,0,0,0,0,0,1,0,0
Oudenaarde,489000.0,6.0,301.0,415.0,0,1,0,0,0,0,0,0,1,0,0
Hellebecq,309000.0,4.0,163.0,1600.0,0,0,0,0,1,1,0,0,1,0,0
Farciennes,99000.0,3.0,82.0,121.0,0,1,0,0,0,1,0,1,1,0,1
Hoboken,335000.0,4.0,165.0,177.0,0,1,0,0,0,0,0,1,1,0,0
De Haan,439000.0,3.0,168.0,612.0,0,0,0,0,1,0,0,0,1,0,1
Londerzeel,585000.0,6.0,219.0,795.0,0,1,0,0,0,1,0,1,1,0,0
Sint-Niklaas,725000.0,4.0,380.0,1447.0,0,0,0,0,1,0,0,1,0,0,0
Ekeren ,365000.0,3.0,168.0,265.0,0,1,0,0,0,1,0,1,1,0,0
Mortsel,375000.0,3.0,170.0,180.0,0,1,0,0,0,1,0,1,1,0,0
Lede,347500.0,3.0,311.0,125.0,0,0,0,1,0,1,0,1,1,0,1
Burcht,195000.0,2.0,119.0,100.0,0,1,0,0,0,0,0,1,0,0,1
Melsele,429000.0,3.0,204.0,399.0,0,1,0,0,0,0,0,0,0,0,1
Menen,155000.0,3.0,123.0,75.0,0,1,0,0,0,0,0,1,1,0,0
Menen,99000.0,2.0,160.0,130.0,0,1,0,0,0,0,0,1,0,0,1
MOKKER,395000.0,4.0,210.0,640.0,0,1,0,0,0,1,0,0,0,0,0
Jabbeke,525000.0,4.0,315.0,0.0,0,0,0,0,1,0,0,0,0,0,1
Bachte-Maria-Leerne,545000.0,4.0,242.0,227.0,0,1,0,0,0,1,0,0,1,0,0
Érezée,297000.0,3.0,200.0,550.0,0,1,0,0,0,0,0,0,0,0,0
Erpe-Mere,293000.0,3.0,160.0,286.0,0,1,0,0,0,1,0,1,1,0,0
Edingen,210000.0,2.0,72.0,82.0,0,1,0,0,0,1,0,1,0,0,0
Arquennes,249000.0,2.0,135.0,0.0,0,1,0,0,0,0,0,1,0,0,1
NEDERBRAKEL,185000.0,1.0,131.0,498.0,0,1,0,0,0,0,0,1,0,0,1
Dessel,340000.0,3.0,129.0,223.0,0,1,0,0,0,1,0,1,1,0,0
Borgerhout,550000.0,6.0,303.0,78.0,0,1,0,0,0,1,0,0,0,0,0
DADIZELE,1280000.0,6.0,650.0,1593.0,0,0,0,0,1,1,1,1,0,0,0
CHEVETOGNE,50000.0,2.0,140.0,105.0,0,1,0,0,0,0,0,0,0,0,1
Couillet,158000.0,7.0,338.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Limelette,350000.0,3.0,130.0,0.0,0,1,0,0,0,0,0,0,1,0,1
Assesse,350000.0,4.0,150.0,900.0,0,1,0,0,0,0,0,1,0,0,1
Assesse,350000.0,4.0,150.0,1010.0,0,1,0,0,0,0,0,1,0,0,1
Assesse,295000.0,4.0,157.0,937.0,0,1,0,0,0,0,0,1,0,0,1
APPELS,275000.0,3.0,191.0,337.0,0,1,0,0,0,0,0,0,1,0,0
Schelle,349000.0,3.0,137.0,180.0,0,1,0,0,0,1,0,0,1,0,0
Borgloon,275000.0,3.0,150.0,3300.0,0,1,0,0,0,0,0,0,1,0,0
Dilsen-Stokkem,249000.0,3.0,143.0,592.0,0,1,0,0,0,1,0,0,1,0,1
Hechtel-Eksel,349000.0,5.0,245.0,2005.0,0,1,0,0,0,0,0,0,0,0,1
Lanaken,200000.0,3.0,145.0,87.0,0,1,0,0,0,0,0,1,0,0,0
Genk,189000.0,4.0,178.0,470.0,0,1,0,0,0,0,0,0,0,0,1
Oostende,169000.0,2.0,135.0,100.0,0,1,0,0,0,0,0,0,1,0,1
SINT-NIKLAAS,179500.0,2.0,140.0,101.0,0,1,0,0,0,0,0,0,1,0,1
Brugge,398000.0,4.0,228.0,670.0,0,1,0,0,0,0,0,1,0,0,0
Koekelberg,450000.0,6.0,250.0,70.0,0,1,0,0,0,1,0,0,1,0,1
Kortenaken,499000.0,7.0,601.0,4346.0,0,1,0,0,0,0,0,1,1,0,0
Tienen,209000.0,1.0,84.0,182.0,0,1,0,0,0,0,0,0,1,0,0
Merelbeke,1989000.0,4.0,362.0,2280.0,0,1,0,0,0,1,0,1,1,1,0
Kinrooi,275000.0,3.0,160.0,709.0,0,1,0,0,0,1,0,0,0,0,1
Waregem,169000.0,2.0,126.0,230.0,0,1,0,0,0,1,0,0,1,0,1
Heist-op-den-Berg,649000.0,3.0,231.0,4500.0,0,0,0,0,1,1,0,1,0,0,0
Temse,254000.0,2.0,130.0,170.0,0,1,0,0,0,1,0,0,1,0,0
Turnhout,298500.0,3.0,180.0,161.0,0,1,0,0,0,1,0,1,1,0,0
Aartselaar,449000.0,2.0,150.0,0.0,0,1,0,0,0,0,0,0,1,0,1
BONNERT,430000.0,4.0,245.0,4030.0,0,1,0,0,0,1,0,1,0,0,1
Strombeek-Bever,329000.0,3.0,153.0,203.0,0,1,0,0,0,0,0,1,1,0,1
Kapellen,295000.0,3.0,130.0,252.0,0,1,0,0,0,1,0,1,1,0,0
Antwerp,334000.0,3.0,153.0,85.0,0,1,0,0,0,1,0,1,1,0,0
Willebroek,420000.0,4.0,170.0,243.0,0,1,0,0,0,1,0,0,0,0,0
Châtelet,219000.0,3.0,195.0,262.0,0,1,0,0,0,1,0,0,0,0,1
Châtelet,219000.0,3.0,195.0,262.0,0,1,0,0,0,1,0,0,0,0,1
Braine-le-Château,519000.0,3.0,260.0,600.0,0,1,0,0,0,0,0,1,1,0,0
Durbuy,249000.0,3.0,80.0,678.0,0,1,0,0,0,1,0,1,1,0,1
Herne,119000.0,3.0,134.0,110.0,0,1,0,0,0,1,0,1,0,0,1
Brasschaat,537000.0,3.0,185.0,484.0,0,1,0,0,0,1,1,1,1,0,0
Geraardsbergen,198000.0,3.0,100.0,185.0,0,1,0,0,0,1,0,1,0,0,0
Geraardsbergen,198000.0,3.0,100.0,185.0,0,0,0,1,0,1,0,1,0,0,0
Châtelet,199900.0,2.0,250.0,600.0,0,1,0,0,0,1,1,1,1,0,0
Wielsbeke,329500.0,4.0,230.0,201.0,0,1,0,0,0,1,0,0,1,0,0
Machelen,295000.0,3.0,283.0,183.0,0,1,0,0,0,1,0,0,1,0,1
Sint-Margriete,435000.0,3.0,211.0,1320.0,0,1,0,0,0,1,0,1,1,0,0
Nazareth,270000.0,2.0,105.0,367.0,0,1,0,0,0,0,0,0,0,0,1
Antwerpen,280000.0,5.0,180.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Antwerpen 1,515000.0,7.0,235.0,102.0,0,1,0,0,0,0,0,0,1,0,1
Vise,495000.0,3.0,222.0,135.0,0,0,0,1,0,1,0,1,0,0,1
Wielsbeke,485000.0,3.0,490.0,1447.0,0,0,0,1,0,1,0,1,1,0,0
Antwerp,795000.0,3.0,496.0,0.0,0,0,1,0,0,0,0,0,0,0,0
