Location,Price,Number of bedrooms,Living area,Surface area land,Property subtype_FARMHOUSE,Property subtype_HOUSE,Property subtype_MANSION,Property subtype_MIXED_USE_BUILDING,Property subtype_VILLA,Kitchen equipped,Open fireplace,Terrace,Garden,Pool,Condition
Forrières,239000.0,2.0,141.0,1060.0,0,1,0,0,0,0,0,1,1,0,0
Villers-Poterie,275000.0,2.0,126.0,1010.0,0,1,0,0,0,1,1,0,1,0,1
Walcourt,175000.0,3.0,112.0,500.0,0,1,0,0,0,1,0,1,0,0,1
Kortrijk,315000.0,5.0,221.0,339.0,0,1,0,0,0,1,0,1,1,0,0
Tubize,259000.0,2.0,130.0,313.0,0,1,0,0,0,1,1,1,1,0,0
Heks,140000.0,5.0,114.0,960.0,0,1,0,0,0,1,0,1,1,0,0
Beaumont,160000.0,2.0,85.0,0.0,0,1,0,0,0,1,0,1,0,0,1
Ardooie,845000.0,4.0,246.0,2589.0,0,0,0,0,1,1,0,1,0,1,0
Waterloo,850000.0,4.0,240.0,890.0,0,0,0,0,1,1,0,1,0,0,0
Ransart,249000.0,4.0,173.0,480.0,0,1,0,0,0,0,0,0,1,0,1
Forchies-la-Marche,115000.0,2.0,90.0,221.0,0,1,0,0,0,1,0,0,1,0,1
Rocourt,245000.0,3.0,118.0,238.0,0,1,0,0,0,1,0,1,1,0,0
Mouscron,189000.0,3.0,130.0,200.0,0,1,0,0,0,1,0,1,1,0,0
Assebroek,365000.0,2.0,198.0,262.0,0,1,0,0,0,1,0,1,1,0,0
Herbeumont,369000.0,3.0,180.0,2010.0,0,0,0,0,1,1,0,1,1,0,0
Eeklo,369000.0,3.0,220.0,627.0,0,1,0,0,0,0,0,0,0,0,1
Le Roeulx,152000.0,3.0,132.0,440.0,0,1,0,0,0,1,0,1,0,0,1
Quaregnon,90000.0,2.0,137.0,210.0,0,1,0,0,0,1,0,1,0,0,1
Ocquier,250000.0,2.0,84.0,1034.0,0,1,0,0,0,0,1,0,1,0,1
Duffel,398000.0,4.0,215.0,252.0,0,1,0,0,0,1,0,1,1,0,1
Jumet,269000.0,5.0,190.0,506.0,0,1,0,0,0,1,0,1,1,0,0
FLÉMALLE-GRANDE,179000.0,4.0,118.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Saint-Gilles,890000.0,6.0,356.0,115.0,0,0,1,0,0,1,0,0,1,0,1
Hamme,249000.0,3.0,220.0,159.0,0,1,0,0,0,1,0,0,1,0,1
Poperinge,147000.0,3.0,125.0,305.0,0,1,0,0,0,0,0,1,0,0,0
Gent,279000.0,3.0,171.0,87.0,0,1,0,0,0,1,0,1,0,0,0
Fosses-la-Ville,125000.0,2.0,100.0,0.0,0,1,0,0,0,1,0,0,0,0,0
Grez-Doiceau,495000.0,3.0,190.0,0.0,0,1,0,0,0,0,0,0,1,0,1
Huppaye,275000.0,3.0,110.0,1024.0,0,1,0,0,0,1,0,0,0,0,1
Antwerpen 1,430000.0,5.0,176.0,65.0,0,1,0,0,0,1,0,1,0,0,0
Lommel,1195000.0,5.0,685.0,1940.0,0,0,0,1,0,0,0,1,1,0,0
Frameries,120000.0,3.0,177.0,230.0,0,1,0,0,0,0,0,0,0,0,1
Zaventem,314000.0,4.0,195.0,114.0,0,1,0,0,0,0,0,1,0,0,1
Hoboken,249000.0,2.0,111.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Arlon,420000.0,2.0,150.0,70.0,0,0,0,1,0,0,0,0,0,0,1
Boom,369000.0,5.0,185.0,155.0,0,1,0,0,0,1,0,0,1,0,0
TWEE AKREN,360000.0,5.0,312.0,560.0,0,0,0,1,0,1,0,0,1,0,1
TWEE AKREN,360000.0,5.0,312.0,560.0,0,1,0,0,0,1,0,0,1,0,1
Gent,292000.0,3.0,110.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Vilvorde,349000.0,2.0,150.0,144.0,0,1,0,0,0,0,1,0,1,0,0
Wemmel,895000.0,3.0,440.0,1353.0,0,0,0,0,1,0,0,1,0,0,1
Hoboken,395000.0,3.0,145.0,207.0,0,1,0,0,0,1,0,1,1,0,0
Athus,239000.0,2.0,90.0,90.0,0,1,0,0,0,1,0,1,0,0,0
Braine-le-ChÃteau,322000.0,3.0,115.0,210.0,0,1,0,0,0,1,0,1,1,0,0
Begijnendijk,264000.0,3.0,134.0,1013.0,0,1,0,0,0,0,0,0,1,0,1
Erembodegem,279000.0,3.0,175.0,266.0,0,1,0,0,0,1,1,1,1,0,0
Ninove,495000.0,3.0,237.0,450.0,0,0,0,1,0,1,0,1,1,0,0
Ieper,259000.0,4.0,190.0,181.0,0,1,0,0,0,1,0,0,0,0,0
Beersel,589000.0,4.0,185.0,934.0,0,0,0,0,1,0,0,1,0,0,0
Dilbeek,419000.0,4.0,207.0,245.0,0,1,0,0,0,1,0,1,0,0,0
Liege,439000.0,5.0,327.0,171.0,0,1,0,0,0,1,0,1,0,0,0
Roeselare,158000.0,2.0,121.0,193.0,0,1,0,0,0,0,0,0,1,0,1
Temse,229000.0,4.0,162.0,0.0,0,1,0,0,0,1,0,1,1,0,0
Bredene,175500.0,3.0,165.0,112.0,0,1,0,0,0,0,0,0,0,0,1
Zedelgem,215000.0,3.0,142.0,990.0,0,1,0,0,0,0,0,1,0,0,1
Charleroi,99999.0,4.0,144.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Charleroi,99999.0,4.0,144.0,0.0,0,1,0,0,0,0,0,0,0,0,1
LAVAUX-SAINTE-ANNE,240000.0,2.0,105.0,205.0,0,1,0,0,0,1,0,1,0,0,0
Destelbergen,699000.0,4.0,194.0,1357.0,0,0,0,0,1,1,0,1,1,0,0
Gent,252000.0,4.0,135.0,160.0,0,1,0,0,0,1,0,0,0,0,1
Zelzate,261000.0,3.0,210.0,340.0,0,1,0,0,0,1,0,1,1,0,1
Tongeren,319000.0,3.0,188.0,1100.0,0,1,0,0,0,1,0,1,1,0,1
Bastogne,495000.0,6.0,295.0,3249.0,1,0,0,0,0,1,0,0,0,0,1
Hemiksem,410000.0,3.0,140.0,445.0,0,1,0,0,0,0,0,0,0,0,1
Libin,189000.0,3.0,112.0,178.0,0,1,0,0,0,0,1,0,1,0,1
Ciney,230000.0,3.0,180.0,3870.0,0,1,0,0,0,0,0,0,1,0,1
SENY,295000.0,4.0,150.0,2832.0,0,1,0,0,0,1,0,1,0,0,1
Ath,192000.0,4.0,140.0,310.0,0,1,0,0,0,0,0,0,0,0,0
Ath,212000.0,3.0,150.0,265.0,0,1,0,0,0,0,0,0,0,0,1
Houffalize,210000.0,2.0,125.0,0.0,0,1,0,0,0,1,0,0,0,0,0
Lebbeke,240000.0,2.0,100.0,143.0,0,1,0,0,0,0,0,0,0,0,1
Ieper,199000.0,5.0,216.0,121.0,0,1,0,0,0,1,0,1,0,0,1
Brugge,699000.0,5.0,337.0,190.0,0,1,0,0,0,1,0,1,0,0,0
Meulebeke,295000.0,3.0,136.0,466.0,0,1,0,0,0,1,0,1,1,0,0
Lokeren,345000.0,3.0,215.0,130.0,0,1,0,0,0,0,0,1,1,0,0
Genk,314000.0,4.0,274.0,774.0,0,1,0,0,0,0,0,0,1,0,0
Bekkevoort,278000.0,3.0,159.0,145.0,0,1,0,0,0,1,0,1,1,0,0
Tessenderlo,375000.0,3.0,200.0,536.0,0,1,0,0,0,1,0,0,1,0,0
Gosselies,355000.0,4.0,260.0,470.0,0,1,0,0,0,0,1,1,0,0,1
Wommelgem,402000.0,3.0,160.0,326.0,0,1,0,0,0,0,0,0,0,0,1
Braine-l'Alleud,1690000.0,5.0,400.0,3336.0,0,0,0,0,1,1,0,1,0,1,0
Brugge,535000.0,3.0,207.0,111.0,0,0,1,0,0,1,0,1,0,0,0
Koksijde,675000.0,7.0,214.0,537.0,0,1,0,0,0,0,0,1,1,0,1
Zedelgem,520000.0,3.0,301.0,624.0,0,1,0,0,0,1,0,1,1,0,0
Liège,219000.0,3.0,160.0,194.0,0,1,0,0,0,0,0,0,0,0,1
Gent,495000.0,6.0,220.0,117.0,0,1,0,0,0,0,0,0,1,0,1
Ninove,365000.0,4.0,147.0,813.0,0,1,0,0,0,1,0,0,1,0,1
Carnières,179000.0,2.0,150.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Jumet,285000.0,3.0,220.0,1000.0,0,1,0,0,0,1,0,1,1,0,0
Puurs-Sint-Amands,519000.0,4.0,151.0,1657.0,0,1,0,0,0,0,0,1,0,0,1
Aartselaar,378000.0,3.0,140.0,365.0,0,1,0,0,0,0,0,0,1,0,1
Ittre (Virginal),225000.0,3.0,128.0,520.0,0,1,0,0,0,1,0,1,1,0,0
Arlon,1050000.0,4.0,300.0,3342.0,0,0,0,0,1,1,1,1,0,0,0
FROMIÉE,565000.0,4.0,301.0,3291.0,0,0,0,0,1,1,1,0,1,1,0
Jette,900000.0,6.0,250.0,475.0,0,1,0,0,0,0,0,0,0,0,1
Flemalle,289000.0,4.0,130.0,820.0,0,1,0,0,0,0,0,1,1,0,0
Seraing,279900.0,3.0,191.0,255.0,0,1,0,0,0,0,0,1,1,0,0
Liege,158000.0,3.0,110.0,52.0,0,0,0,1,0,0,0,0,0,0,1
Liege,158000.0,3.0,110.0,52.0,0,1,0,0,0,0,0,0,0,0,1
Gonrieux,148000.0,2.0,103.0,1200.0,0,1,0,0,0,1,0,1,1,0,1
Manage,320000.0,3.0,150.0,610.0,0,0,0,0,1,0,0,1,1,0,1
Aalst,198000.0,4.0,185.0,210.0,0,1,0,0,0,1,0,1,1,0,1
Rendeux,237500.0,3.0,277.0,395.0,0,1,0,0,0,0,0,1,0,0,0
Fleron Romsée,229900.0,3.0,130.0,745.0,0,1,0,0,0,0,0,1,1,0,1
Sint-Truiden,395000.0,3.0,160.0,1134.0,0,1,0,0,0,0,0,1,0,0,0
Gingelom,349000.0,3.0,181.0,1377.0,0,1,0,0,0,0,0,0,1,1,0
Woluwe-Saint-Lambert,1150000.0,4.0,275.0,183.0,0,1,0,0,0,1,0,1,0,0,0
Tavier,170000.0,3.0,155.0,169.0,0,1,0,0,0,1,0,0,1,0,1
Charleroi,145000.0,4.0,180.0,180.0,0,1,0,0,0,1,0,1,1,0,0
Anderlecht,379000.0,3.0,155.0,212.0,0,1,0,0,0,0,0,0,0,0,1
Zoersel,510000.0,3.0,272.0,2636.0,0,0,0,0,1,0,0,1,1,1,0
Waterloo,820000.0,5.0,216.0,720.0,0,0,0,0,1,0,1,1,0,0,1
Herselt,245000.0,4.0,154.0,510.0,0,1,0,0,0,0,0,0,0,0,1
Moorslede,298000.0,3.0,166.0,1304.0,0,1,0,0,0,1,1,1,0,0,1
PETIGNY,219000.0,3.0,80.0,2358.0,0,1,0,0,0,0,0,1,1,0,0
Godarville,235000.0,2.0,175.0,204.0,0,1,0,0,0,0,0,0,1,0,0
Ooigem,259900.0,4.0,200.0,440.0,0,0,1,0,0,1,1,0,0,0,0
La Louviere,215000.0,4.0,176.0,340.0,0,1,0,0,0,0,0,1,0,0,0
Dendermonde,325000.0,3.0,175.0,296.0,0,1,0,0,0,1,0,0,0,0,0
Waregem,229000.0,3.0,233.0,318.0,0,1,0,0,0,0,0,1,0,0,1
Woluwe-Saint-Pierre,1250000.0,4.0,193.0,881.0,0,1,0,0,0,1,0,1,1,0,1
Herstberge,449000.0,3.0,280.0,720.0,0,1,0,0,0,0,0,1,0,0,0
Enghien,160000.0,3.0,98.0,135.0,0,1,0,0,0,0,0,1,0,0,1
Wanze,269000.0,4.0,200.0,1300.0,0,1,0,0,0,1,0,1,0,0,0
Aartselaar,435000.0,4.0,207.0,417.0,0,1,0,0,0,1,0,1,0,0,0
Vosselaar,309000.0,3.0,196.0,357.0,0,1,0,0,0,1,0,1,0,0,0
Beerse,449000.0,5.0,360.0,1139.0,0,1,0,0,0,1,0,0,0,0,1
Ham,345000.0,3.0,198.0,886.0,0,1,0,0,0,1,0,0,0,0,0
Verviers,109000.0,6.0,207.0,112.0,0,1,0,0,0,1,0,1,0,0,1
Bertrix (CUGNON),415000.0,3.0,110.0,984.0,0,1,0,0,0,1,0,1,1,0,0
Marchienne-au-Pont,129999.0,3.0,158.0,810.0,0,1,0,0,0,0,0,1,1,0,1
BOIS-D'HAINE,179000.0,2.0,154.0,286.0,0,1,0,0,0,1,0,1,1,0,0
Ninove,359000.0,4.0,234.0,415.0,0,1,0,0,0,1,0,1,1,0,0
Bornem,495000.0,3.0,184.0,543.0,0,1,0,0,0,0,0,1,0,0,1
Puurs Ruisbroek,479500.0,3.0,232.0,484.0,0,1,0,0,0,0,0,1,0,0,1
Liege,155000.0,2.0,94.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Libin,279000.0,5.0,210.0,1571.0,0,1,0,0,0,0,0,1,1,0,1
Asse,397600.0,3.0,152.0,390.0,0,1,0,0,0,1,0,1,0,0,0
Asse,397600.0,3.0,156.0,373.0,0,1,0,0,0,1,0,1,0,0,0
Heist-op-den-Berg,249000.0,4.0,211.0,283.0,0,1,0,0,0,0,0,1,0,0,1
Rotselaar,750000.0,4.0,250.0,2688.0,0,0,0,0,1,1,0,1,0,0,1
Denderleeuw,375000.0,3.0,180.0,203.0,0,1,0,0,0,1,0,1,1,0,0
Grez-Doiceau,230000.0,3.0,113.0,355.0,0,1,0,0,0,0,0,1,0,0,0
Liers,447056.0,4.0,155.0,436.0,0,1,0,0,0,1,0,1,0,0,1
Liers,453856.0,4.0,155.0,436.0,0,1,0,0,0,1,0,1,0,0,1
Antwerp,485000.0,3.0,270.0,435.0,0,1,0,0,0,1,0,1,1,0,0
Estaimpuis Néchin,599000.0,5.0,350.0,820.0,0,1,0,0,0,0,0,1,0,0,0
Asse,249000.0,2.0,108.0,410.0,0,1,0,0,0,1,0,1,1,0,0
Sankt Vith,425000.0,4.0,266.0,1551.0,0,0,0,0,1,0,1,1,1,0,0
Herzele Hillegem,325000.0,3.0,185.0,0.0,0,1,0,0,0,1,0,0,0,0,0
Quévy-le-grand,165000.0,2.0,76.0,1188.0,0,1,0,0,0,1,0,0,1,0,0
Puurs Sint-Amands,379000.0,3.0,156.0,271.0,0,1,0,0,0,1,0,1,0,0,1
Drogenbos,455000.0,3.0,126.0,197.0,0,1,0,0,0,0,0,1,1,0,0
Drogenbos,450000.0,3.0,121.0,182.0,0,1,0,0,0,0,0,1,1,0,0
Drogenbos,570000.0,4.0,190.0,211.0,0,1,0,0,0,0,0,1,1,0,0
Halle,399000.0,4.0,176.0,70.0,0,0,0,1,0,1,0,1,0,0,0
Tournai Templeuve,139000.0,5.0,141.0,108.0,0,1,0,0,0,1,0,0,0,0,0
Farciennes,190000.0,5.0,180.0,0.0,0,1,0,0,0,0,0,1,1,0,0
Pont-a-Celles,160000.0,3.0,151.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Liège,249000.0,3.0,242.0,242.0,0,1,0,0,0,1,0,1,1,0,0
Liège,259000.0,3.0,110.0,245.0,0,1,0,0,0,1,0,1,1,0,0
La Louvière Houdeng-Goegnies,235000.0,3.0,105.0,454.0,0,0,0,1,0,1,0,1,0,0,0
Mouscron,185000.0,3.0,100.0,186.0,0,1,0,0,0,1,0,1,1,0,0
Virton,320000.0,3.0,150.0,0.0,0,1,0,0,0,1,0,1,1,0,0
Mons Jemappes,149000.0,3.0,160.0,330.0,0,1,0,0,0,0,0,1,0,0,1
Courcelles,139000.0,3.0,125.0,650.0,0,1,0,0,0,0,0,1,1,0,0
Haccourt,245000.0,3.0,116.0,629.0,0,1,0,0,0,0,0,0,1,0,0
Lixhe (Loën),235000.0,5.0,171.0,184.0,0,1,0,0,0,1,0,1,0,0,0
Tongeren,395000.0,5.0,243.0,642.0,0,0,0,0,1,0,0,1,1,0,0
Braine-l'Alleud,295000.0,3.0,147.0,240.0,0,1,0,0,0,0,0,1,1,0,0
Rixensart,599000.0,4.0,213.0,1216.0,0,0,0,0,1,1,0,1,1,0,0
Stabroek,375000.0,3.0,210.0,232.0,0,1,0,0,0,0,0,1,0,0,0
Affligem,220000.0,2.0,190.0,554.0,0,1,0,0,0,0,0,0,1,0,1
Tournai Kain,325000.0,4.0,150.0,1760.0,0,0,0,0,1,1,0,1,0,0,0
LIEGE (Grivegnée),155000.0,4.0,150.0,100.0,0,1,0,0,0,0,0,1,0,0,1
Lede,312000.0,3.0,190.0,445.0,0,1,0,0,0,0,0,1,0,0,1
Oosterzele,449000.0,2.0,305.0,1822.0,0,1,0,0,0,1,0,1,1,0,0
Kortemark,395000.0,5.0,502.0,2436.0,0,0,0,1,0,0,0,1,1,0,1
Dinant,98000.0,2.0,94.0,4.0,0,1,0,0,0,1,0,1,0,0,1
Wavre,700000.0,4.0,205.0,1588.0,0,0,0,0,1,0,0,1,0,0,1
Namur,600000.0,3.0,300.0,0.0,0,0,0,1,0,0,0,1,0,0,0
Leopoldsburg,215000.0,2.0,165.0,290.0,0,1,0,0,0,0,0,1,0,0,1
Braine-le-Comte,160000.0,3.0,157.0,75.0,0,1,0,0,0,1,0,0,1,0,1
Mettet,167000.0,2.0,96.0,251.0,0,1,0,0,0,1,0,0,0,0,0
Verviers,127500.0,5.0,160.0,140.0,0,1,0,0,0,0,0,1,0,0,1
Waterloo,349000.0,2.0,105.0,268.0,0,1,0,0,0,1,0,1,0,0,1
Braine-l'Alleud,269500.0,3.0,137.0,225.0,0,1,0,0,0,0,0,0,1,0,0
Verviers,179000.0,3.0,158.0,52.0,0,0,0,1,0,0,0,0,0,0,0
Berlare Overmere,275000.0,3.0,180.0,410.0,0,1,0,0,0,1,0,1,0,0,1
Vilvoorde,561346.0,5.0,170.0,389.0,0,1,0,0,0,0,0,0,0,0,0
Hoboken,299000.0,3.0,140.0,122.0,0,1,0,0,0,1,0,0,0,0,0
Molenbeek-Saint-Jean,385000.0,5.0,160.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Vosselaar,265000.0,2.0,111.0,370.0,0,1,0,0,0,1,0,1,0,0,1
Antwerpen Borgerhout,299000.0,2.0,103.0,100.0,0,1,0,0,0,0,0,1,0,0,1
Lier,329000.0,2.0,110.0,185.0,0,1,0,0,0,1,0,1,0,0,0
Berlare,325000.0,3.0,179.0,460.0,0,1,0,0,0,1,0,1,0,0,1
Arlon,689000.0,4.0,242.0,1394.0,0,0,0,0,1,1,0,1,1,0,0
Ougrée,89000.0,3.0,98.0,265.0,0,1,0,0,0,0,0,0,0,0,1
Seraing,150000.0,4.0,173.0,175.0,0,1,0,0,0,0,0,0,0,0,0
Seraing,220000.0,5.0,219.0,153.0,0,1,0,0,0,0,0,1,0,0,1
GENTBRUGGE,455000.0,3.0,165.0,696.0,0,1,0,0,0,0,1,1,1,0,1
Tienen,329000.0,2.0,234.0,175.0,0,1,0,0,0,1,0,1,1,0,0
Leopoldsburg,389000.0,5.0,239.0,883.0,0,1,0,0,0,1,0,1,1,0,1
Mol,224000.0,4.0,241.0,501.0,0,1,0,0,0,0,0,0,1,0,1
Zoerle-Parwijs,445000.0,3.0,202.0,1860.0,0,0,0,0,1,0,0,1,1,0,0
Mol,295000.0,3.0,190.0,350.0,0,1,0,0,0,0,0,0,0,0,1
Hasselt,389000.0,3.0,188.0,1044.0,0,1,0,0,0,1,0,0,1,0,1
Muizen,380000.0,3.0,124.0,0.0,0,1,0,0,0,0,0,0,1,0,1
Muizen,380000.0,3.0,124.0,0.0,0,1,0,0,0,0,0,0,1,0,1
Muizen,374000.0,3.0,124.0,0.0,0,1,0,0,0,0,0,0,1,0,1
Berendrecht,394000.0,3.0,171.0,363.0,0,1,0,0,0,1,0,0,0,0,1
Gingelom,229000.0,4.0,160.0,986.0,0,0,0,1,0,1,0,0,1,0,1
Zelzate,269000.0,3.0,113.0,450.0,0,1,0,0,0,0,0,0,0,0,1
Wilsele,579000.0,4.0,190.0,696.0,0,1,0,0,0,1,0,0,0,0,0
Leefdaal,425000.0,5.0,215.0,0.0,0,1,0,0,0,1,0,0,0,0,0
Eeklo,205000.0,3.0,125.0,220.0,0,1,0,0,0,0,0,1,0,0,1
Haasrode,348000.0,2.0,132.0,535.0,0,1,0,0,0,1,0,1,1,0,0
Torhout,339000.0,3.0,155.0,266.0,0,1,0,0,0,0,0,0,1,0,0
Kessel-Lo,380000.0,3.0,112.0,40.0,0,1,0,0,0,1,0,0,0,0,1
Boortmeerbeek,435000.0,4.0,211.0,183.0,0,1,0,0,0,1,0,0,0,0,0
Lubbeek,445000.0,5.0,219.0,1424.0,0,1,0,0,0,1,0,0,0,0,1
Genk,285000.0,4.0,228.0,314.0,0,1,0,0,0,0,0,0,1,0,1
Diepenbeek,559000.0,3.0,275.0,0.0,0,1,0,0,0,1,0,0,1,0,1
Deurne,269000.0,2.0,77.0,267.0,0,1,0,0,0,0,0,1,0,0,1
Desselgem,350000.0,3.0,227.0,452.0,0,1,0,0,0,0,0,0,1,0,0
Kuurne,349500.0,6.0,230.0,458.0,0,1,0,0,0,0,0,1,0,0,1
Riemst,279000.0,3.0,183.0,349.0,0,1,0,0,0,0,0,0,0,0,0
Brielen,159000.0,2.0,115.0,300.0,0,1,0,0,0,0,0,0,1,0,0
Zulte,450000.0,3.0,230.0,1595.0,0,0,0,0,1,0,0,0,0,0,1
Veurne,295000.0,3.0,135.0,162.0,0,1,0,0,0,0,0,0,1,0,0
Veurne,359000.0,5.0,229.0,410.0,0,1,0,0,0,0,0,0,0,0,0
Zonhoven,268500.0,3.0,155.0,906.0,0,1,0,0,0,0,0,0,0,0,0
Lierde,346000.0,3.0,170.0,402.0,0,1,0,0,0,0,0,0,1,0,1
Lierde,310000.0,3.0,170.0,318.0,0,1,0,0,0,0,0,0,1,0,1
Lierde,346000.0,3.0,170.0,346.0,0,1,0,0,0,0,0,0,1,0,1
Flobecq,279000.0,2.0,105.0,2895.0,0,1,0,0,0,0,0,1,1,0,0
Molenbeek-Saint-Jean,370000.0,5.0,230.0,128.0,0,0,0,1,0,1,0,0,0,0,1
Denderleeuw,365000.0,3.0,245.0,655.0,0,1,0,0,0,1,0,1,1,0,0
Gent,475000.0,3.0,140.0,96.0,0,1,0,0,0,1,0,0,0,0,0
Ronse,225000.0,4.0,135.0,390.0,0,1,0,0,0,0,0,0,1,0,1
Anzegem,525000.0,3.0,160.0,815.0,0,1,0,0,0,0,0,1,1,0,1
Anzegem,525000.0,3.0,160.0,795.0,0,1,0,0,0,0,0,1,1,0,1
Londerzeel,579000.0,3.0,172.0,945.0,0,1,0,0,0,1,0,1,1,0,0
Liege,259500.0,2.0,165.0,120.0,0,0,0,1,0,1,0,1,0,0,0
Brugge,460000.0,2.0,190.0,101.0,0,1,0,0,0,1,0,0,1,0,0
Oostende,280000.0,3.0,286.0,286.0,0,1,0,0,0,0,0,1,1,0,0
Tielrode,215000.0,3.0,150.0,270.0,0,1,0,0,0,0,0,1,1,0,1
Zele,379000.0,3.0,245.0,368.0,0,1,0,0,0,0,0,1,0,0,0
Dendermonde,349000.0,4.0,190.0,750.0,0,1,0,0,0,0,0,1,1,0,1
Sint-Gillis-Waas,289000.0,3.0,158.0,307.0,0,1,0,0,0,0,0,1,0,0,0
Grembergen,247000.0,2.0,147.0,208.0,0,1,0,0,0,0,0,1,1,0,0
Middelkerke,95000.0,2.0,49.0,49.0,0,1,0,0,0,0,0,0,1,0,1
Kuringen,259000.0,3.0,200.0,317.0,0,1,0,0,0,0,0,0,1,0,1
Wechelderzande,695000.0,4.0,220.0,674.0,0,1,0,0,0,1,0,1,1,0,0
Ixelles,570000.0,5.0,185.0,60.0,0,1,0,0,0,1,0,1,0,0,1
Ingelmunster,375000.0,3.0,169.0,510.0,0,1,0,0,0,0,0,1,1,0,0
Deerlijk,259000.0,3.0,194.0,360.0,0,1,0,0,0,0,0,0,0,0,0
Aalter,425000.0,4.0,161.0,665.0,0,1,0,0,0,1,1,1,1,0,0
Gent,738000.0,4.0,460.0,120.0,0,0,0,1,0,1,1,0,0,0,0
Oudenburg,449000.0,3.0,184.0,2218.0,0,1,0,0,0,1,0,0,1,0,1
Sint-Andries,489000.0,4.0,134.0,408.0,0,1,0,0,0,1,1,0,1,0,0
Zele,257500.0,3.0,108.0,170.0,0,1,0,0,0,0,0,0,0,0,1
Zele,315000.0,3.0,147.0,103.0,0,1,0,0,0,0,0,0,0,0,1
BEVEREN,285000.0,2.0,140.0,308.0,0,1,0,0,0,0,0,0,0,0,1
Heist-op-den-Berg,349000.0,2.0,100.0,139.0,0,1,0,0,0,1,0,0,0,0,1
Tournai,279000.0,4.0,205.0,140.0,0,1,0,0,0,0,0,0,0,0,0
Andenne,165000.0,2.0,80.0,490.0,0,1,0,0,0,0,0,0,0,0,0
Boussu,80000.0,3.0,116.0,150.0,0,1,0,0,0,0,0,0,1,0,1
Boussu,69500.0,2.0,115.0,138.0,0,1,0,0,0,1,0,0,1,0,1
Braine-l'Alleud,210000.0,3.0,105.0,370.0,0,1,0,0,0,1,0,1,0,0,1
HEULE,278000.0,3.0,134.0,90.0,0,1,0,0,0,1,0,1,0,0,1
Begijnendijk,420000.0,4.0,180.0,579.0,0,1,0,0,0,1,0,0,1,0,1
RUIEN,345750.0,4.0,145.0,405.0,0,1,0,0,0,1,0,1,0,0,0
Ninove,420000.0,4.0,260.0,473.0,0,1,0,0,0,1,0,1,0,0,0
Herne,345000.0,2.0,105.0,796.0,0,1,0,0,0,0,0,0,1,0,0
Destelbergen,549000.0,6.0,252.0,819.0,0,0,0,0,1,1,0,1,1,0,0
Beervelde,549000.0,6.0,252.0,819.0,0,0,0,0,1,1,0,1,1,0,0
Vilvoorde,499000.0,6.0,330.0,260.0,0,1,0,0,0,1,0,1,1,0,0
Dottignies,275000.0,2.0,188.0,854.0,0,0,0,0,1,1,0,1,1,0,0
Kortrijk,1100000.0,3.0,260.0,2500.0,0,0,0,0,1,0,0,0,0,0,0
Kortrijk,1100000.0,3.0,260.0,2500.0,0,0,0,0,1,0,0,0,0,0,0
Waterloo,470000.0,4.0,170.0,313.0,0,1,0,0,0,1,0,0,1,0,0
Brugge,265000.0,3.0,97.0,95.0,0,1,0,0,0,0,0,0,1,0,1
Oostende,369000.0,4.0,154.0,408.0,0,1,0,0,0,1,0,0,1,0,0
Knokke,649000.0,4.0,124.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Sint-Martens-Latem,325000.0,3.0,141.0,294.0,0,1,0,0,0,0,0,1,1,0,0
Quaregnon,68000.0,2.0,90.0,272.0,0,1,0,0,0,1,0,0,0,0,1
Florennes,180000.0,3.0,162.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Halle,299000.0,4.0,224.0,496.0,0,1,0,0,0,0,0,0,0,0,1
Boortmeerbeek,489000.0,3.0,155.0,1389.0,0,1,0,0,0,1,0,1,1,0,0
Koksijde,698000.0,4.0,263.0,462.0,0,0,0,0,1,1,1,1,1,0,0
Mouscron,189000.0,3.0,105.0,247.0,0,1,0,0,0,1,0,1,1,0,0
Aartselaar,245000.0,3.0,147.0,345.0,0,1,0,0,0,0,0,1,1,0,1
Dottignies,289000.0,3.0,200.0,773.0,0,1,0,0,0,1,0,0,1,0,1
Deurne,229000.0,3.0,123.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Fleurus,165000.0,2.0,134.0,0.0,0,1,0,0,0,0,0,1,1,0,0
Seraing,210000.0,3.0,297.0,0.0,0,1,0,0,0,0,0,1,1,0,1
Essen,295000.0,3.0,134.0,0.0,0,1,0,0,0,0,0,1,0,0,0
Hastière,95000.0,1.0,42.0,14.0,0,1,0,0,0,1,0,1,0,0,0
Gent,285000.0,3.0,128.0,58.0,0,1,0,0,0,1,0,1,1,0,1
Beveren,470000.0,4.0,190.0,618.0,0,1,0,0,0,1,0,1,1,0,0
Gerpinnes,350000.0,4.0,220.0,945.0,0,0,0,0,1,1,1,1,0,0,1
Hanzinne,135000.0,3.0,150.0,345.0,0,1,0,0,0,0,0,1,0,0,1
